Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.52 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
No minimum threshold on standard confidence
Filtering on PCA confidence with minimum threshold 0.7
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?a  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?b  ?a  /sports/sports_team/roster./american_football/football_roster_position/position  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.513089005	0.794594595	0.798913043	294	370	368	-1
?b  /sports/sports_position/players./sports/sports_team_roster/team  ?a  ?a  /sports/sports_team/roster./american_football/football_roster_position/position  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.661431065	0.778234086	0.779835391	379	487	486	-1
?g  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?a  ?b  /sports/sports_position/players./sports/sports_team_roster/team  ?g   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.012216405	0.002862986	0.777777778	7	2445	9	-1
?g  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?a  ?g  /sports/sports_team/roster./american_football/football_roster_position/position  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.015706806	0.01119403	0.9	9	804	10	-1
?g  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?a  ?g  /sports/sports_team/roster./american_football/football_historical_roster_position/position_s  ?b   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.013961606	0.009345794	0.8	8	856	10	-1
?g  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b  ?g  /sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school  ?a   => ?a  /american_football/football_team/current_roster./sports/sports_team_roster/position  ?b	0.012216405	0.009333333	0.875	7	750	8	-1
?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b  ?b  /film/film/prequel  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.013947001	1	1	10	10	10	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?b  /film/film/prequel  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.030683403	0.916666667	0.916666667	22	24	24	-1
?b  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a  ?b  /film/film/prequel  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.012552301	1	1	9	9	9	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?b  /award/award_winner/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.050209205	0.87804878	0.87804878	36	41	41	-1
?b  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a  ?a  /film/film/prequel  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.012552301	0.9	0.9	9	10	10	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?b  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.213389121	0.831521739	0.879310345	153	184	174	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.050209205	0.857142857	0.857142857	36	42	42	-1
?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b  ?a  /film/film/prequel  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.011157601	0.888888889	0.888888889	8	9	9	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?a  ?a  /award/award_winning_work/awards_won./award/award_honor/honored_for  ?b   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.213389121	0.827027027	0.869318182	153	185	176	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?h  ?h  /award/award_winner/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.069735007	0.222222222	0.78125	50	225	64	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?h  ?h  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.029288703	0.072164948	0.724137931	21	291	29	-1
?b  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?h  ?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?h   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.069735007	0.226244344	0.78125	50	221	64	-1
?h  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b  ?a  /award/award_winner/awards_won./award/award_honor/award_winner  ?h   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.069735007	0.241545894	0.78125	50	207	64	-1
?h  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b  ?a  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?h   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.026499303	0.071428571	0.703703704	19	266	27	-1
?g  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b  ?g  /award/award_winner/awards_won./award/award_honor/award_winner  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.069735007	0.241545894	0.78125	50	207	64	-1
?g  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b  ?g  /award/award_nominee/award_nominations./award/award_nomination/award_nominee  ?a   => ?a  /award/award_nominated_work/award_nominations./award/award_nomination/nominated_for  ?b	0.026499303	0.06959707	0.730769231	19	273	26	-1
?b  /film/film/edited_by  ?a  ?b  /film/film/written_by  ?a   => ?a  /film/director/film  ?b	0.025611176	0.733333333	0.846153846	22	30	26	-2
?b  /film/film/edited_by  ?a  ?b  /film/film/produced_by  ?a   => ?a  /film/director/film  ?b	0.016298021	0.7	0.823529412	14	20	17	-2
?b  /film/film/produced_by  ?a  ?b  /film/film/written_by  ?a   => ?a  /film/director/film  ?b	0.119906868	0.528205128	0.746376812	103	195	138	-2
?b  /film/film/edited_by  ?h  ?h  /people/person/sibling_s./people/sibling_relationship/sibling  ?a   => ?a  /film/director/film  ?b	0.013969732	0.75	0.75	12	16	16	-2
?b  /film/film/edited_by  ?h  ?a  /people/person/sibling_s./people/sibling_relationship/sibling  ?h   => ?a  /film/director/film  ?b	0.013969732	0.75	0.75	12	16	16	-2
?a  /film/director/film  ?h  ?b  /film/film/prequel  ?h   => ?a  /film/director/film  ?b	0.041909197	0.467532468	0.75	36	77	48	-2
?a  /film/director/film  ?h  ?h  /film/film/prequel  ?b   => ?a  /film/director/film  ?b	0.043073341	0.506849315	0.770833333	37	73	48	-2
?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h  ?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.576407507	0.74137931	1	215	290	215	-1
?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /location/location/contains  ?h   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.056300268	0.069536424	1	21	302	21	-1
?a  /location/location/contains  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.050938338	0.066666667	1	19	285	19	-1
?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b  ?a  /location/location/contains  ?h   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.053619303	0.084388186	1	20	237	20	-1
?h  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /location/location/contains  ?h   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.026809651	0.12987013	1	10	77	10	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /location/location/contains  ?h   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.024128686	0.128571429	1	9	70	9	-1
?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b  ?a  /location/us_county/county_seat  ?h   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.048257373	0.666666667	1	18	27	18	-1
?a  /location/hud_county_place/county  ?h  ?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.040214477	0.073529412	1	15	204	15	-1
?a  /base/aareas/schema/administrative_area/administrative_parent  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.075067024	0.072916667	1	28	384	28	-1
?a  /location/hud_county_place/place  ?h  ?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.120643432	1	1	45	45	45	-1
?a  /base/biblioness/bibs_location/country  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.096514745	0.06741573	1	36	534	36	-1
?a  /base/biblioness/bibs_location/country  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.096514745	0.066298343	1	36	543	36	-1
?a  /base/biblioness/bibs_location/country  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.09383378	0.063520871	1	35	551	35	-1
?a  /location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.018766756	0.212121212	1	7	33	7	-1
?a  /base/biblioness/bibs_location/state  ?h  ?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.077747989	0.135514019	1	29	214	29	-1
?a  /location/administrative_division/country  ?h  ?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.010723861	0.012944984	1	4	309	4	-1
?a  /location/administrative_division/country  ?h  ?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.010723861	0.011173184	1	4	358	4	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/citytown  ?a   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.032171582	0.16	1	12	75	12	-1
?a  /location/administrative_division/country  ?h  ?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.010723861	0.011661808	1	4	343	4	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /music/artist/origin  ?a   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.018766756	0.107692308	1	7	65	7	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /people/person/places_lived./people/place_lived/location  ?a   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.067024129	0.09765625	1	25	256	25	-1
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /film/film/featured_film_locations  ?a   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.021447721	0.041025641	1	8	195	8	-1
?g  /base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency  ?b  ?g  /people/person/place_of_birth  ?a   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.048257373	0.120805369	1	18	149	18	-1
?g  /location/country/second_level_divisions  ?a  ?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.656836461	0.617128463	1	245	397	245	-1
?g  /location/country/second_level_divisions  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.656836461	0.590361446	1	245	415	245	-1
?g  /location/location/contains  ?a  ?g  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b	0.211796247	0.045903544	1	79	1721	79	-1
