Assuming 9 as type relation
Loading files... 
  Starting train.txt
  Finished train.txt, still running: 0
Loaded 272115 facts in 2.61 s using -48 MB
Using HeadCoverage as pruning metric with minimum threshold 0.01
Using recursivity limit 3
Default mining assistant that defines support by counting support on both head variables
Filtering on standard confidence with minimum threshold 0.7
Filtering on PCA confidence with minimum threshold 0.1
Constants in the arguments of relations are disabled
Lossless (query refinement) heuristics enabled
MRT calls: 0
Starting the mining phase... Using 8 threads
Rule	Head Coverage	Std Confidence	PCA Confidence	Positive Examples	Body size	PCA Body size	Functional variable
?g  /base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club  ?a  ?g  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.17683466	0.8	0.8	400	500	500	-1
?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?h  ?b  /sports/sports_position/players./sports/sports_team_roster/position  ?h   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.975685234	0.755563163	0.757378174	2207	2921	2914	-1
?a  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.188888889	0.772727273	1	68	88	68	-1
?a  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.188888889	0.755555556	1	68	90	68	-1
?a  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.180555556	0.738636364	1	65	88	65	-1
?h  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b  ?a  /organization/organization/headquarters./location/mailing_address/state_province_region  ?h   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.019444444	0.777777778	1	7	9	7	-1
?a  /education/educational_institution/campuses  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.713888889	1	1	257	257	257	-1
?h  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.158333333	0.703703704	1	57	81	57	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.141666667	0.708333333	1	51	72	51	-1
?h  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.158333333	0.7125	1	57	80	57	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.705555556	1	1	254	254	254	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.019444444	1	1	7	7	7	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /education/university/domestic_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.016666667	0.75	1	6	8	6	-1
?a  /dataworld/gardening_hint/split_to  ?h  ?h  /organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.019444444	0.777777778	1	7	9	7	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.019444444	0.875	1	7	8	7	-1
?g  /education/educational_institution/campuses  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.713888889	1	1	257	257	257	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.705555556	1	1	254	254	254	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.158333333	0.7125	1	57	80	57	-1
?g  /business/business_operation/assets./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.141666667	0.708333333	1	51	72	51	-1
?g  /business/business_operation/revenue./measurement_unit/dated_money_value/currency  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /education/university/local_tuition./measurement_unit/dated_money_value/currency  ?b	0.158333333	0.703703704	1	57	81	57	-1
?b  /tv/tv_program/program_creator  ?a  ?b  /tv/tv_program/regular_cast./tv/regular_tv_appearance/actor  ?a   => ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?b	0.038461538	0.727272727	0.888888889	16	22	18	-1
?b  /award/award_winning_work/awards_won./award/award_honor/award_winner  ?a  ?b  /tv/tv_program/program_creator  ?a   => ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?b	0.09375	0.8125	0.928571429	39	48	42	-1
?b  /tv/tv_program/program_creator  ?a  ?a  /tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program  ?b   => ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?b	0.098557692	0.82	0.911111111	41	50	45	-1
?a  /award/award_nominee/award_nominations./award/award_nomination/nominated_for  ?b  ?b  /tv/tv_program/program_creator  ?a   => ?a  /tv/tv_producer/programs_produced./tv/tv_producer_term/program  ?b	0.151442308	0.807692308	0.9	63	78	70	-1
?a  /soccer/football_team/current_roster./soccer/football_roster_position/position  ?h  ?h  /sports/sports_position/players./sports/sports_team_roster/position  ?b   => ?a  /soccer/football_team/current_roster./sports/sports_team_roster/position  ?b	0.975685234	0.756858711	0.758679959	2207	2916	2909	-1
?h  /location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency  ?b  ?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.2625	0.724137931	1	42	58	42	-1
?h  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.25	0.714285714	1	40	56	40	-1
?h  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b  ?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.25	0.727272727	1	40	55	40	-1
?h  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?a  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?h   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.23125	0.770833333	1	37	48	37	-1
?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b  ?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.2375	0.745098039	1	38	51	38	-1
?g  /location/administrative_division/country  ?a  ?g  /location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.01875	0.75	1	3	4	3	-1
?g  /film/film/distributors./film/film_film_distributor_relationship/region  ?a  ?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.0625	0.714285714	0.909090909	10	14	11	-1
?g  /film/film/estimated_budget./measurement_unit/dated_money_value/currency  ?b  ?g  /tv/tv_program/country_of_origin  ?a   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.0125	1	1	2	2	2	-1
?g  /location/administrative_division/country  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.0375	0.75	1	6	8	6	-1
?g  /base/biblioness/bibs_location/country  ?a  ?g  /location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency  ?b   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.0125	1	1	2	2	2	-1
?g  /location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency  ?b  ?g  /location/statistical_region/places_exported_to./location/imports_and_exports/exported_to  ?a   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.25625	0.788461538	1	41	52	41	-1
?g  /dataworld/gardening_hint/split_to  ?a  ?g  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.0125	1	1	2	2	2	-1
?g  /business/business_operation/operating_income./measurement_unit/dated_money_value/currency  ?b  ?g  /organization/organization/headquarters./location/mailing_address/country  ?a   => ?a  /location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency  ?b	0.0125	1	1	2	2	2	-1
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b  ?a  /education/educational_institution_campus/educational_institution  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b	0.077464789	1	1	11	11	11	-1
?h  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b  ?a  /education/educational_institution/campuses  ?h   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b	0.070422535	1	1	10	10	10	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b  ?g  /education/educational_institution_campus/educational_institution  ?a   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b	0.077464789	1	1	11	11	11	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b  ?g  /education/educational_institution/campuses  ?a   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b	0.070422535	1	1	10	10	10	-1
?g  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b  ?g  /dataworld/gardening_hint/split_to  ?a   => ?a  /base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category  ?b	0.014084507	1	1	2	2	2	-1
?b  /location/hud_county_place/county  ?h  ?a  /organization/organization/place_founded  ?h   => ?a  /organization/organization/place_founded  ?b	0.019230769	1	1	2	2	2	-1
?b  /location/hud_county_place/place  ?h  ?a  /organization/organization/place_founded  ?h   => ?a  /organization/organization/place_founded  ?b	0.403846154	1	1	42	42	42	-1
?h  /location/hud_county_place/place  ?b  ?a  /organization/organization/place_founded  ?h   => ?a  /organization/organization/place_founded  ?b	0.403846154	1	1	42	42	42	-1
?a  /education/educational_institution_campus/educational_institution  ?h  ?h  /organization/organization/place_founded  ?b   => ?a  /organization/organization/place_founded  ?b	0.019230769	1	1	2	2	2	-1
?g  /education/educational_institution_campus/educational_institution  ?a  ?g  /organization/organization/place_founded  ?b   => ?a  /organization/organization/place_founded  ?b	0.019230769	1	1	2	2	2	-1
?h  /location/hud_county_place/place  ?a  ?b  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h   => ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b	0.026816187	0.859375	0.887096774	55	64	62	-1
?a  /location/hud_county_place/place  ?h  ?b  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?h   => ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b	0.026816187	0.859375	0.887096774	55	64	62	-1
?b  /location/hud_county_place/place  ?h  ?h  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?a   => ?a  /location/location/adjoin_s./location/adjoining_relationship/adjoins  ?b	0.026816187	0.808823529	0.859375	55	68	64	-1
